Registration Number,International Designator,Object Name,Country of Origin,Date of Launch,Function,Status,Registration Document,UN Registered,GSO Location,Date of Decay or Change,Secretariat Remarks,External Website,Launch Vehicle,Place of Launch,Apogee (km),Perigee (km),Inclination (degrees),Period (minutes)
D-R039,2008-021E,,Germany,2008-04-28,University satellite for educational training and verification of technological components developed for the mission,in orbit,/osoindex/data/documents/de/st/stsgser.e578.html,T,,,------,,,,,,,
2008-DK-01,2008-021F,AAUSAT 2,Denmark,2008-04-28,"Student satellite demonstrator. The payload is an experimental gamma ray detector based on a solid cadmium zinc telluride (CdZnTe) crystal technology. The crystal’s dimensions are 10 × 10 × 4 mm, and weighs less than 5 grams. This specific crystal has a detection range from 5 to 300 keV with a resolution of 3 keV at 60 keV, making this small crystal a very usable scientific device. No valid results were obtained.",in orbit,/osoindex/data/documents/dk/st/stsgser.e785.html,T,,,Date when AAUSAT II no longer functional in ST/SG/SER.E/785.,,,,,,,
3238,2008-015A,,Russian Federation,2008-04-08,"Delivery to the International Space Station of the crew of Expedition 17, consisting of S. Volkov and O. Kononenko, and Visiting Crew 14, consisting of So-yeon Yi (Republic of Korea)",recovered,/osoindex/data/documents/ru/st/stsgser.e548.html,T,,2008-10-24,------,,,,,,,
D-R032,2008-014A,,Germany,2008-03-27,Production of radar records,in orbit,/osoindex/data/documents/de/st/stsgser.e569.html,T,,,Mentioned by Russian Federation in ST/SG/SER.E/546.,,,,,,,
3237,2008-004A,,Russian Federation,2008-02-05,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for operation of the Station during piloted flights",deorbited,/osoindex/data/documents/ru/st/stsgser.e541.html,T,,2008-04-07,------,,,,,,,
3236,2008-003A,(EXPRESS AM33),Russian Federation,2008-01-28,"Television and radio broadcasting, telephony, videoconferencing, data transmission, access to the Internet",in GSO,/osoindex/data/documents/ru/st/stsgser.e541.html,T,+96.5 degrees East,,------,,,,,,,
3234,2007-065B,,Russian Federation,2007-12-25,Work in connection with the Global Navigation Satellite System.,in orbit,/osoindex/data/documents/ru/st/stsgser.e537.html,T,,,------,,,,,,,
3235,2007-065C,,Russian Federation,2007-12-25,Work in connection with the Global Navigation Satellite System.,in orbit,/osoindex/data/documents/ru/st/stsgser.e537.html,T,,,------,,,,,,,
3233,2007-065A,,Russian Federation,2007-12-25,Work in connection with the Global Navigation Satellite System.,in orbit,/osoindex/data/documents/ru/st/stsgser.e537.html,T,,,------,,,,,,,
3232,2007-064A,,Russian Federation,2007-12-23,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e537.html,T,,2008-02-15,------,,,,,,,
3231,2007-058A,,Russian Federation,2007-12-09,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in GSO,/osoindex/data/documents/ru/st/stsgser.e537.html,T,unknown,,------,,,,,,,
D-R031,2007-053A,,Germany,2007-11-01,Production of radar records.,in orbit,/osoindex/data/documents/de/st/stsgser.e526.html,T,,,Mentioned by Russian Federation in ST/SG/SER.E/542,,,,,,,
3230,2007-052C,(GLONASS),Russian Federation,2007-10-26,Work in connection with the Global Navigation Satellite System,in orbit,/osoindex/data/documents/ru/st/stsgser.e530.html,T,,,------,,,,,,,
3229,2007-052B,(GLONASS),Russian Federation,2007-10-26,Work in connection with the Global Navigation Satellite System,in orbit,/osoindex/data/documents/ru/st/stsgser.e530.html,T,,,,,,,,,,
3228,2007-052A,(GLONASS),Russian Federation,2007-10-26,Work in connection with the Global Navigation Satellite System,in orbit,/osoindex/data/documents/ru/st/stsgser.e530.html,T,,,------,,,,,,,
3227,2007-049A,,Russian Federation,2007-10-23,Intended to carry out assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e530.html,T,,2019-01-05,------,,,,,,,
3226,2007-045A,,Russian Federation,2007-10-10,"Delivery to the International Space Station of the crew of Expedition 16, consisting of P. Whitson and Y. Malenchenko, and Visiting Crew 13, consisting of Sheikh Muszaphar Shukor (Malaysia)",recovered,/osoindex/data/documents/ru/st/stsgser.e530.html,T,,2008-04-19,------,,,,,,,
3225,2007-040A,FOTON M-3,Russian Federation,2007-09-14,"Research in the area of space technology, technical and biological experiments",recovered,/osoindex/data/documents/ru/st/stsgser.e529.html,T,,2007-09-26,------,,,,,,,
3224,2007-038A,,Russian Federation,2007-09-11,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e529.html,T,,,------,,,,,,,
3223,2007-033A,,Russian Federation,2007-08-02,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e523.html,T,,2008-01-22,------,,,,,,,
D-R029,2007-030A,,Germany,2007-07-02,Production of radar records,in orbit,/osoindex/data/documents/de/st/stsgser.e569.html,T,,,Mentioned by the Russian Federation in ST/SG/SER.E/522.,,,,,,,
3222,2007-029A,,Russian Federation,2007-06-29,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e520.html,T,,,------,,,,,,,
D-R030,2007-026A,,Germany,2007-06-10,Production of radar records.,in orbit,/osoindex/data/documents/de/st/stsgser.e526.html,T,,,Mentioned by the Russian Federation in ST/SG/SER.E/520.,,,,509.62,507.19,97.45,94.79
3221,2007-022A,,Russian Federation,2007-06-07,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e520.html,T,,2007-08-22,------,,,,,,,
3220,2007-017A,,Russian Federation,2007-05-12,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e520.html,T,,2007-09-25,------,,,,,,,
3219,2007-008A,,Russian Federation,2007-04-07,"Delivery to the International Space Station of the crew of Expedition 15, consisting of F. Yurchikhin and O. Kotov, and Visiting Crew 12, consisting of C. Simonyi (United States of America).",recovered,/osoindex/data/documents/ru/st/stsgser.e517.html,T,,2007-10-21,------,,,,,,,
3218,2007-002A,,Russian Federation,2007-01-18,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e511.html,T,,2007-08-01,------,,,,,,,
3217,2006-062C,GLONASS M,Russian Federation,2006-12-25,Work in connection with the Global Navigation Satellite System.,in orbit,/osoindex/data/documents/ru/st/stsgser.e507.html,T,,,Glonass GPS constellation.,,,,,,,
3216,2006-062B,GLONASS M,Russian Federation,2006-12-25,Work in connection with the Global Navigation Satellite System.,in orbit,/osoindex/data/documents/ru/st/stsgser.e507.html,T,,,Glonass GPS constellation.,,,,,,,
3215,2006-062A,GLONASS M,Russian Federation,2006-12-25,Work in connection with the Global Navigation Satellite System.,in orbit,/osoindex/data/documents/ru/st/stsgser.e507.html,T,,,Glonass GPS constellation.,,,,,,,
3214,2006-061A,,Russian Federation,2006-12-24,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,decayed,/osoindex/data/documents/ru/st/stsgser.e507.html,T,,2021-07-06,------,,,,,,,
D-R027,2006-060A,,Germany,2006-12-19,Production of radar records.,in orbit,/osoindex/data/documents/de/st/stsgser.e526.html,T,,,Mentioned by the Russian Federation in ST/SG/SER.E/507.,,,,,,,
004,2006-056A,,Malaysia,2006-12-11,Communications,in disposal/graveyard orbit,/osoindex/data/documents/my/a/aac.105inf.415.html,T,+91.5 degrees East,,"State of registry notes in A/AC.105/INF/415/Add.1 that during a routine station-keeping manoeuvre on 21 June 2021, the satellite suffered an anomaly that resulted in loss of all services. Despite maintaining continuous telemetry and command control of the satellite, further testing and recovery efforts found that the satellite could not re-enter service. Therefore, the MEASAT-3 satellite will be de-orbited. Mentioned by the Russian Federation in ST/SG/SER.E/507.",,,,,,,
3213,2006-045A,,Russian Federation,2006-10-23,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e504.html,T,,2007-03-28,------,,,,,,,
3212,2006-040A,,Russian Federation,2006-09-18,"Delivery to the International Space Station (ISS) of Russian cosmonaut M. Tyurin and United States astronaut M. Lopez-Alegria (14th ISS crew), and Iranian-born United States citizen A. Ansari, a nonprofessional spaceflight participant (visiting crew 11).",recovered,/osoindex/data/documents/ru/st/stsgser.e503.html,T,,2007-04-21,------,,,,,,,
3211,2006-039A,,Russian Federation,2006-09-14,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e503.html,T,,2006-11-23,------,,,,,,,
3210,2006-030A,,Russian Federation,2006-07-21,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e501.html,T,,2019-11-22,------,,,,,,,
3209,2006-026A,,Russian Federation,2006-06-25,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e497.html,T,,2010-08-19,------,,,,,,,
3208,2006-025A,,Russian Federation,2006-06-24,"Delivery to the International Space Station of fuel, water, oxygen, air, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e497.html,T,,2007-01-17,------,,,,,,,
2006-01,2006-022A,,Kazakhstan,2006-06-17,Communications and relay of television programmes.,in disposal/graveyard orbit,/osoindex/data/documents/kz/st/stsgser.e509.html,T,formerly +103 degrees East,,Mentioned by Russian Federation in ST/SG/SER.E/497. Correction of units for Period in ST/SG/SER.E/509/Corr.1. Notification of placement in disposal orbit in ST/SG/SER.E/585.,,,,,,,
3207,2006-021A,,Russian Federation,2006-06-15,Earth remote sensing,in orbit,/osoindex/data/documents/ru/st/stsgser.e497.html,T,,,------,,,,534.48,524.68,69.93,95.23
3206,2006-019A,(KOMPAS 2),Russian Federation,2006-05-26,Study of processes in the Earths atmosphere preceding an earthquake and development of a space-based system for monitoring natural and man-made disasters,decayed,/osoindex/data/documents/ru/st/stsgser.e494.html,T,,2011-12-28,------,,,,,,,
3205,2006-017A,,Russian Federation,2006-05-03,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e494.html,T,,2006-07-19,------,,,,,,,
3204,2006-013A,,Russian Federation,2006-04-24,"Delivery to the International Space Station of fuel, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e494.html,T,,2006-09-19,------,,,,,,,
3203,2006-009A,,Russian Federation,2006-03-30,"Delivery to the International Space Station of a crew for Expedition 13, consisting of pilot cosmonaut Pavel Vinogradov (Russian Federation), astronaut Jeffrey Williams (United States of America) and Brazilian citizen Marcos Pontes",recovered,/osoindex/data/documents/ru/st/stsgser.e494.html,T,,2006-09-29,------,,,,,,,
ROLEU.ESP.13,2006-007A,,Spain,2006-03-11,Provision of space capacity for governmental telecommunications services,in GSO,/osoindex/data/documents/es/st/stsgser.e955.html,T,-30 degrees East,,Mentioned by France in ST/SG/SER.E/499.,,,,35808.22,35765.04,0.09,1436.1
2006-004A,2006-004A,,Japan,2006-02-18,"Its missions are to provide satellite communications between aircraft and air traffic control facilities and to provide a global navigation satellite systems augmentation system, an aircraft surveillance function and a meteorological functions",in disposal/graveyard orbit,/osoindex/data/documents/jp/st/stsgser.e510.html,T,+140 degrees East,,"Reported as moved to disposal orbit at altitude of more than 330km above geostationary orbit on 2020-05-17 UTC in ST/SG/SER.E/1011. Residual propellant disposal, battery charging lines deactivated, power to reaction wheels and all transmitters turned off as of 2020-05-21 UTC reported in ST/SG/SER.E/1011.",,,,,,,
3202,2005-035C,(RS0RS),Russian Federation,2006-02-04,Amateur radio communication and measurement of temperature differences in spacesuit,decayed,/osoindex/data/documents/ru/st/stsgser.e494.html,T,,2006-09-07,Space object is a discarded Orlan EVA suit launched from ISS. Date of launch is date of deployment from ISS. Designator provided is 1998-067J.,,,,,,,
3201,2005-050C,(GLONASS),Russian Federation,2005-12-25,Work in connection with the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e488.html,T,,,------,,,,,,,
3200,2005-050B,(GLONASS),Russian Federation,2005-12-25,Work in connection with the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e488.html,T,,,------,,,,,,,
3199,2005-050A,(GLONASS),Russian Federation,2005-12-25,Work in connection with the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e488.html,T,,,------,,,,,,,
3198,2005-048B,,Russian Federation,2005-12-21,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e488.html,T,,,------,,,,,,,
3197,2005-048A,(GONETS D1M-1),Russian Federation,2005-12-21,Work on a low-orbit satellite communications system,in orbit,/osoindex/data/documents/ru/st/stsgser.e488.html,T,,,------,,,,,,,
3196,2005-047A,,Russian Federation,2005-12-21,"Delivery to the International Space Station of fuel, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e488.html,T,,2006-06-19,------,,,,,,,
D-R028,2005-043C,,Germany,2005-10-27,Communication tests using Internet protocols in space; and technology demonstration of various hardware components.,in orbit,/osoindex/data/documents/de/st/stsgser.e526.html,T,,,Mentioned by the Russian Federation in ST/SG/SER.E/496.,,,,,,,
2006/62,2005-043A,(CHINA DMC),China,2005-10-27,Remote sensing,in orbit,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,,Mentioned by the Russian Federation in ST/SG/SER.E/496.,,,,693.21,671.42,98.26,98.4
2006/61,2005-040E,,China,2005-10-12,Manned spacecraft/space scientific experiment,decayed,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,2005-10-16,------,,,,,,,
3195,2005-039A,,Russian Federation,2005-10-01,"Delivery to the International Space Station of a crew for Expedition 12, consisting of pilot cosmonaut Valery Tokarev (Russian Federation), astronaut William McArthur (United States of America) and United States citizen Gregory Olsen.",recovered,/osoindex/data/documents/ru/st/stsgser.e496.html,T,,2006-04-08,------,,,,,,,
3194,2005-035A,,Russian Federation,2005-09-08,"Delivery to the International Space Station of fuel, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e483.html,T,,2006-03-03,------,,,,,,,
3193,2005-034A,,Russian Federation,2005-09-02,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e483.html,T,,2005-10-16,------,,,,,,,
2006/60,2005-033A,,China,2005-08-29,Scientific research,recovered,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,17/10/2005,------,,,,,,,
3192,2005-032A,,Russian Federation,2005-08-26,Remote sensing of the Earth,decayed,/osoindex/data/documents/ru/st/stsgser.e483.html,T,,2020-09-22,------,,,,,,,
2006/59,2005-027A,,China,2005-08-02,Space scientific research,recovered,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,2005-08-29,------,,,,,,,
2006/58,2005-024A,(SHI JIAN-7),China,2005-07-05,Space scientific exploration,in orbit,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,,------,,,,,,,
3191,2005-023A,,Russian Federation,2005-06-24,"Provision of television and radio broadcasting, telephone communication, video link, data transmission and Internet access services",in GSO,/osoindex/data/documents/ru/st/stsgser.e479.html,T,140 degrees East,,------,,,,,,,
3190,2005-021A,,Russian Federation,2005-06-17,"Delivery to the International Space Station of fuel, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e479.html,T,,2005-09-07,Date of launch is 16/06/2005 using GMT/UTC.,,,,,,,
3188,2005-013A,,Russian Federation,2005-04-15,"Delivery to the International Space Station of a crew for Expedition 11, consisting of cosmonaut Sergei Krikalev (Russian Federation) and United States National Aeronautics and Space Administration astronaut John Phillips, with European Space Agency astronaut Roberto Vittori (Italy) as visiting crew",recovered,/osoindex/data/documents/ru/st/stsgser.e476.html,T,,2005-10-11,------,,,,,,,
2005/4,2005-012A,,China,2005-04-12,Fixed-satellite telecommunications services and transmission of television signals. APSTAR-VI was launched into the geostationary orbital position 134 degrees East with an expected operational lifetime of 15 years.,in GSO,/osoindex/data/documents/cn/st/stsgser.e549.html,T,+134 degrees East,,------,,,,,,,
3187,2005-010A,,Russian Federation,2005-03-30,Relay of national and regional radio and Relay of national and regional radio and Russian Federation,in disposal/graveyard orbit,/osoindex/data/documents/ru/st/stsgser.e473.html,T,+80 degrees East,,Date of launch is 29/03/2005 using UTC. Notification of termination of operations and transfer to disposal orbit in ST/SG.SER.E/791.,,,,,,,
3186,2005-007C,,Russian Federation,2005-03-28,Testing of nanosatellite control technology using the Globalstar global satellite communications system and of the operation in space of the user facility of the COSPAS-SARSAT system,decayed,/osoindex/data/documents/ru/st/stsgser.e473.html,T,,2005-08-30,Date of Launch is date of deployment from ISS. Space object deployed by hand. Designator provided in ST/SG/SER.E/494 is 1998-067H,,,,,,,
3185,2005-007A,,Russian Federation,2005-02-28,"Delivery to the International Space Station of fuel, food and other consumables required for manned operation of the Station",deorbited,/osoindex/data/documents/ru/st/stsgser.e477.html,T,,2005-06-16,------,,,,,,,
3184,2005-002C,,Russian Federation,2005-01-20,The small space object is intended for science education purposes. The launch was scheduled to coincide with the two hundred and fiftieth anniversary of the founding of Lomonosov Moscow State University.,in orbit,/osoindex/data/documents/ru/st/stsgser.e477.html,T,,,------,,,,,,,
3183,2005-002A,,Russian Federation,2005-01-20,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,in orbit,/osoindex/data/documents/ru/st/stsgser.e477.html,T,,,------,,,,,,,
3182,2004-053C,(GLONASS),Russian Federation,2004-12-26,Work in connection with the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e470.html,T,,,------,,,,,,,
3181,2004-053B,(GLONASS),Russian Federation,2004-12-26,Work in connection with the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e470.html,T,,,------,,,,,,,
3180,2004-053A,(GLONASS),Russian Federation,2004-12-26,Work in connection with the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e470.html,T,,,------,,,,,,,
3179,2004-051A,,Russian Federation,2004-12-24,"Delivery to the International Space Station of fuel, food and other expendable materials required for operation of the Station during the piloted flight",deorbited,/osoindex/data/documents/ru/st/stsgser.e470.html,T,,2005-03-09,------,,,,,,,
2006/57,2004-046A,,China,2004-11-18,Scientific experiment,in orbit,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,,------,,,,,,,
2006/56,2004-044A,,China,2004-11-06,Remote sensing of the Earth,in orbit,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,,------,,,,,,,
3178,2004-043A,,Russian Federation,2004-10-30,Relay of national and regional radio and television programmes to the central area of the Russian Federation,in disposal/graveyard orbit,/osoindex/data/documents/ru/st/stsgser.e464.html,T,+ 40 degrees East,,Notification of termination of operations and transfer to disposal orbit in ST/SG.SER.E/746.,http://www.rscc.ru/en/satellite/models/model04.html,,,,,,
2006/55,2004-042A,,China,2004-10-19,Meteorological satellite,in GSO,/osoindex/data/documents/cn/st/stsgser.e500.html,T,+ 105 degrees East,,------,,,,,,,
3177,2004-040A,,Russian Federation,2004-10-14,"Delivery to the International Space Station of a crew for Expedition 10, consisting Salizhan Sharipov (Russian Federation), astronaut Leroy Chiao (United States of America) and cosmonaut Yuri Shargin (Russian Federation), visiting crew 7",decayed,/osoindex/data/documents/ru/st/stsgser.e464.html,T,,2005-04-25,Date of launch is 13/10/2004 using GMT/UTC.,,,,,,,
2006/54,2004-039A,,China,2004-09-27,Scientific experiment,recovered,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,2004-11-09,------,,,,,,,
3176,2004-038A,,Russian Federation,2004-09-24,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e460.html,T,,2005-01-09,------,,,,,,,
3175,2004-037B,,Russian Federation,2004-09-23,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e460.html,T,,,------,,,,,,,
3174,2004-037A,,Russian Federation,2004-09-23,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e460.html,T,,,------,,,,,,,
2006/52,2004-035A,,China,2004-09-09,Probing of the space electromagnetic environment,in orbit,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,,------,,,,,,,
2006/53,2004-035B,,China,2004-09-08,Probing of the space electromagnetic environment,in orbit,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,,------,,,,,,,
2006/51,2004-033A,JB 4-2,China,2004-08-29,Space scientific research,recovered,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,2004-11-07,---,,,,,,,
3173,2004-032A,,Russian Federation,2004-08-11,"Delivery to the International Space Station of fuel, food, scientific apparatus and equipment for the refitting and servicing of on-board systems",deorbited,/osoindex/data/documents/ru/st/stsgser.e460.html,T,,2004-12-22,------,,,,,,,
2006/50,2004-029A,(DOUBLE STAR),China,2004-07-25,Geospace probing,in orbit,/osoindex/data/documents/cn/st/stsgser.e500.html,T,,,------,http://www.esa.int/esaSC/120381_index_0_m.html,,,,,,
3172,2004-028A,,Russian Federation,2004-07-22,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e457.html,T,,,------,,,,,,,
3171,2004-021A,,Russian Federation,2004-06-10,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e457.html,T,,,------,,,,,,,
3170,2004-020A,,Russian Federation,2004-05-28,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e454.html,T,------,2006-06-16,------,,,,,,,
3169,2004-019A,,Russian Federation,2004-05-25,"Delivery to the International Space Station of fuel, food, scientific apparatus and equipment for the refitting and servicing of on-board systems",deorbited,/osoindex/data/documents/ru/st/stsgser.e454.html,T,------,2004-07-30,------,,,,,,,
3168,2004-015A,,Russian Federation,2004-04-27,Relay of national and regional radio and television programmes to the central area of the Russian Federation,in GSO,/osoindex/data/documents/ru/st/stsgser.e454.html,T,+96.5 degrees E,,Date of launch is 26/04/2004 using GMT/UTC.,,,,,,,
3167,2004-013A,,Russian Federation,2004-04-19,"Delivery to the International Space Station of a crew consisting of pilot astronaut Gennady Padalka (Russian Federation), astronaut Michael Fincke (United States of America) and European Space Agency astronaut André Kuipers (Kingdom of the Netherlands)",recovered,/osoindex/data/documents/ru/st/stsgser.e454.html,T,------,2004-10-24,------,,,,,,,
2006/49,2004-012A,,China,2004-04-18,Scientific experiment,in orbit,/osoindex/data/documents/cn/st/stsgser.e500.html,T,------,,------,,,,485.02,477.39,97.89,94.23
3166,2004-010A,,Russian Federation,2004-03-27,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,in GSO,/osoindex/data/documents/ru/st/stsgser.e450.html,T,unknown,,------,,,,,,,
3165,2004-005A,,Russian Federation,2004-02-18,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,decayed,/osoindex/data/documents/ru/st/stsgser.e450.html,T,------,2016-04-16,,,,,,,,
3164,2004-002A,,Russian Federation,2004-01-29,"Delivery to the International Space Station of fuel, food, scientific apparatus and equipment for the refitting and servicing of on-board systems.",deorbited,/osoindex/data/documents/ru/st/stsgser.e450.html,T,------,2004-06-03,------,,,,,,,
2005/63A,2003-061A,DOUBLE STAR 1,China,2003-12-29,Scientific exploration satellite,in orbit,/osoindex/data/documents/cn/st/stsgser.e475.html,T,------,,------,,,,,,,
3163,2003-060A,,Russian Federation,2003-12-29,"Relay of national and regional radio and television 
programmes to the central area of the Russian Federation ",in GSO,/osoindex/data/documents/ru/st/stsgser.e448.html,T,+53 degrees East,,Date of launch is 28/12/2003 using GMT according to reference sources.,,,,,,,
3162,2003-056A,,Russian Federation,2003-12-10,Work in connection with the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e448.html,T,------,,-----,,,,,,,
3161,2003-056C,,Russian Federation,2003-12-10,Work in connection with the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e448.html,T,------,,------,,,,,,,
3160,2003-056B,,Russian Federation,2003-12-10,Work in connection with the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e448.html,T,------,,------,,,,,,,
3158,2003-053A,KA-1,Russian Federation,2003-11-24,Provision of modern communications links to enterprises within the Russian gas industry and of telecommunications services to domestic and foreign users,in GSO,/osoindex/data/documents/ru/st/stsgser.e448.html,T,+49 degrees East,,------,,,,35816.08,35756.96,5.88,1436.09
3159,2003-053B,KA-2,Russian Federation,2003-11-24,Provision of modern communications links to enterprises within the Russian gas industry and of telecommunications services to domestic and foreign users,in GSO,/osoindex/data/documents/ru/st/stsgser.e448.html,T,+90 degrees East,,------,,,,,,,
2005/62,2003-052A,,China,2003-11-14,Communication satellite,in GSO,/osoindex/data/documents/cn/st/stsgser.e475.html,T,+103 degrees East,,------,,,,,,,
2005/61,2003-051C,,China,2003-11-03,Recoverable scientific experiment satellite,in orbit,/osoindex/data/documents/cn/st/stsgser.e475.html,T,------,,------,,,,,,,
2005/60,2003-049B,,China,2003-10-21,Scientific test satellite,in orbit,/osoindex/data/documents/cn/st/stsgser.e475.html,T,------,,------,,,,,,,
2005/59,2003-049A,,China,2003-10-21,Earth observation satellite,in orbit,/osoindex/data/documents/cn/st/stsgser.e475.html,T,------,,------,http://www.cbers.inpe.br/pt/imprensa/not4.htm,,,,,,
3157,2003-047A,,Russian Federation,2003-10-18,"Delivery to the International Space Station of a crew consisting of pilot astronaut Aleksandr Kaleri (Russian Federation), astronaut Michael Foale (United States of America) and European Space Agency astronaut Pedro Duque (Spain)",recovered,/osoindex/data/documents/ru/st/stsgser.e448.html,T,------,2004-04-30,------,,,,,,,
2005/58,2003-045A,,China,2003-10-15,Manned spacecraft,recovered,/osoindex/data/documents/cn/st/stsgser.e475.html,T,------,2003-10-16,First China manned space mission.,,,,,,,
3155,2003-042A,,Russian Federation,2003-09-27,For processing of geodesic measurements and training in spacecraft control,in orbit,/osoindex/data/documents/ru/st/stsgser.e442.html,T,------,,------,,,,,,,
3156,2003-042F,,Russian Federation,2003-09-27,For measurement of orbital characteristics of space objects using laser technology.,in orbit,/osoindex/data/documents/ru/st/stsgser.e442.html,T,------,,------,,,,,,,
3154,2003-039A,,Russian Federation,2003-08-29,Delivery to the International Space Station of consumables and various cargoes,deorbited,/osoindex/data/documents/ru/st/stsgser.e442.html,T,------,2004-01-28,------,,,,,,,
3153,2003-037B,,Russian Federation,2003-08-19,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,in orbit,/osoindex/data/documents/ru/st/stsgser.e442.html,T,------,,------,,,,,,,
3152,2003-037A,,Russian Federation,2003-08-19,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,in orbit,/osoindex/data/documents/ru/st/stsgser.e442.html,T,------,,------,,,,,,,
3151,2003-035A,,Russian Federation,2003-08-12,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,decayed,/osoindex/data/documents/ru/st/stsgser.e442.html,T,------,2003-12-09,------,,,,,,,
